@RELATION institutions
@ATTRIBUTE token_0 INTEGER
@ATTRIBUTE token_1 INTEGER
@ATTRIBUTE class {yes,no}

@DATA
{0 8,1 15,2 no}
{0 6,1 10,2 yes}
{0 46,1 103,2 yes}
{0 2,1 3,2 yes}
{0 3,1 7,2 no}
{0 13,1 23,2 yes}
{0 9,1 19,2 no}
{0 72,1 137,2 yes}
{0 1,1 2,2 yes}
{0 4,1 10,2 yes}
{0 1,1 2,2 yes}
{0 2,1 4,2 yes}
{0 5,1 11,2 no}
{0 1,1 1,2 yes}
{0 25,1 52,2 no}
{0 21,1 48,2 yes}
{0 9,1 17,2 no}
{0 5,1 17,2 yes}
{0 19,1 40,2 no}
{0 9,1 16,2 yes}
{0 8,1 16,2 yes}
{0 10,1 23,2 yes}
{0 6,1 11,2 yes}
{0 6,1 20,2 no}
{0 7,1 15,2 yes}
{0 12,1 19,2 no}
{0 8,1 11,2 yes}
{0 9,1 25,2 yes}
{0 10,1 26,2 yes}
{0 1,1 4,2 no}
{0 14,1 20,2 yes}
{0 8,1 20,2 yes}
{0 14,1 22,2 no}
{0 7,1 16,2 no}
{0 19,1 44,2 yes}
{0 6,1 16,2 yes}
{0 3,1 15,2 yes}
{0 22,1 49,2 yes}
{0 9,1 27,2 no}
{0 15,1 36,2 yes}
{0 9,1 26,2 yes}
{0 3,1 5,2 no}
{0 11,1 25,2 no}
{0 15,1 31,2 yes}
{0 7,1 16,2 yes}
{0 2,1 10,2 yes}
{0 2,1 9,2 yes}
{0 6,1 15,2 yes}
{0 2,1 11,2 yes}
{0 8,1 30,2 yes}
{0 5,1 13,2 yes}
{0 6,1 21,2 no}
{0 17,1 51,2 yes}
{0 1,1 4,2 yes}
{0 5,1 8,2 yes}
{0 15,1 31,2 yes}
{0 17,1 46,2 no}
{0 1,1 3,2 no}
{0 7,1 15,2 no}
{0 1,1 3,2 no}
{0 47,1 79,2 no}
{1 1,2 no}
{0 9,1 28,2 yes}
{0 10,1 31,2 yes}
{1 1,2 yes}
{0 26,1 52,2 no}
{0 8,1 15,2 no}
{0 17,1 46,2 yes}
{0 5,1 19,2 yes}
{0 2,1 5,2 yes}
{0 4,1 14,2 yes}
{0 6,1 28,2 yes}
{0 11,1 16,2 yes}
{0 12,1 37,2 yes}
{0 1,1 5,2 yes}
{0 4,1 5,2 yes}
{0 1,1 2,2 no}
{0 9,1 22,2 no}
{0 39,1 76,2 yes}
{0 6,1 25,2 no}
{0 6,1 14,2 no}
{0 6,1 15,2 yes}
{0 13,1 27,2 no}
{0 10,1 12,2 yes}
{0 11,1 24,2 yes}
{0 5,1 15,2 yes}
{0 1,1 1,2 yes}
{0 4,1 12,2 yes}
{1 2,2 yes}
{0 24,1 56,2 yes}
{0 31,1 64,2 no}
{0 1,1 6,2 yes}
{0 8,1 18,2 no}
{0 5,1 18,2 yes}
{0 11,1 13,2 no}
{0 2,1 8,2 yes}
{0 4,1 8,2 yes}
{0 10,1 15,2 no}
{0 14,1 43,2 no}
{0 9,1 18,2 yes}
{0 1,1 1,2 yes}
{0 3,1 7,2 no}
{0 5,1 13,2 no}
{0 1,1 2,2 yes}
{0 18,1 38,2 yes}
{0 17,1 32,2 no}
{0 17,1 34,2 yes}
{0 34,1 80,2 yes}
{0 1,1 3,2 no}
{0 8,1 26,2 yes}
{0 20,1 44,2 yes}
{0 3,1 6,2 no}
{0 6,1 15,2 yes}
{0 14,1 20,2 no}
{0 7,1 12,2 yes}
{0 3,1 16,2 yes}
{0 14,1 33,2 yes}
{0 13,1 31,2 yes}
{0 7,1 24,2 no}
{0 7,1 29,2 no}
{0 15,1 40,2 yes}
{0 17,1 40,2 yes}
{0 6,1 15,2 yes}
{0 5,1 19,2 yes}
{0 13,1 34,2 yes}
{0 1,1 6,2 no}
{0 28,1 55,2 yes}
{0 6,1 12,2 yes}
{0 4,1 14,2 yes}
{0 8,1 13,2 yes}
{0 16,1 27,2 yes}
{0 6,1 10,2 no}
{0 5,1 9,2 yes}
{0 3,1 11,2 yes}
{0 1,1 2,2 yes}
{0 4,1 7,2 yes}
{0 8,1 12,2 yes}
{0 36,1 66,2 no}
{0 12,1 33,2 no}
{0 1,1 2,2 yes}
{0 5,1 12,2 yes}
{0 61,1 159,2 no}
{0 4,1 10,2 yes}
{0 3,1 7,2 yes}
{0 2,1 6,2 yes}
{0 2,1 7,2 yes}
{0 1,1 4,2 no}
{0 1,1 2,2 yes}
{0 4,1 14,2 no}
{0 1,1 5,2 yes}
{0 2,1 6,2 yes}
{0 15,1 31,2 yes}
{0 7,1 20,2 yes}
{0 8,1 35,2 yes}
{0 1,1 5,2 no}
{0 5,1 18,2 yes}
{0 48,1 84,2 no}
{0 2,1 4,2 no}
{0 1,1 1,2 yes}
{0 6,1 16,2 yes}
{0 9,1 16,2 yes}
{0 5,1 16,2 yes}
{0 9,1 20,2 no}
{0 5,1 20,2 yes}
{0 14,1 39,2 yes}
{0 23,1 62,2 yes}
{0 3,1 8,2 yes}
{0 5,1 14,2 yes}
{0 1,1 2,2 yes}
{0 8,1 21,2 no}
{0 15,1 29,2 no}
{0 31,1 57,2 yes}
{0 18,1 42,2 no}
{0 18,1 36,2 yes}
{0 7,1 12,2 yes}
{0 7,1 26,2 yes}
{0 7,1 13,2 no}
{0 1,1 3,2 yes}
{0 3,1 4,2 yes}
{0 11,1 20,2 yes}
{0 19,1 21,2 yes}
{0 8,1 23,2 yes}
{0 2,1 4,2 yes}
{0 27,1 44,2 no}
{0 15,1 41,2 yes}
{0 2,1 7,2 no}
{0 16,1 31,2 no}
{0 7,1 20,2 yes}
{0 3,1 5,2 no}
{0 5,1 7,2 no}
{0 28,1 94,2 yes}
{0 15,1 41,2 yes}
{0 1,1 3,2 no}
{0 2,1 2,2 no}
{0 7,1 20,2 yes}
{0 26,1 61,2 yes}
{0 12,1 25,2 no}
{0 17,1 23,2 no}
{0 9,1 30,2 no}
{0 7,1 14,2 yes}
{0 6,1 14,2 yes}
{0 9,1 23,2 yes}
{0 27,1 53,2 yes}
{0 18,1 34,2 no}
{0 4,1 10,2 no}
{0 2,1 9,2 no}
{0 13,1 14,2 no}
{0 5,1 19,2 no}
{0 11,1 25,2 yes}
{0 2,1 3,2 no}
{0 14,1 40,2 yes}
{0 1,1 2,2 no}
{0 11,1 17,2 yes}
{0 16,1 31,2 no}
{0 1,1 2,2 yes}
{0 11,1 26,2 no}
{0 7,1 6,2 yes}
{0 3,1 6,2 yes}
{0 2,1 6,2 no}
{0 2,1 3,2 no}
{0 2,1 12,2 yes}
{0 11,1 22,2 yes}
{0 5,1 12,2 no}
{0 13,1 27,2 yes}
{0 5,1 18,2 yes}
{1 1,2 yes}
{1 1,2 yes}
{0 11,1 38,2 yes}
{0 8,1 15,2 yes}
{0 8,1 14,2 yes}
{0 23,1 38,2 yes}
{0 14,1 26,2 no}
{0 9,1 20,2 yes}
{1 1,2 yes}
{0 21,1 56,2 yes}
{0 10,1 29,2 yes}
{0 11,1 21,2 yes}
{0 5,1 8,2 no}
{0 9,1 15,2 yes}
{0 6,1 8,2 no}
{0 2,1 3,2 yes}
{0 3,1 10,2 yes}
{0 12,1 38,2 yes}
{0 4,1 7,2 yes}
{0 22,1 50,2 yes}
{0 2,1 4,2 yes}
{0 8,1 16,2 yes}
{0 9,1 15,2 yes}
{0 4,1 5,2 no}
{0 3,1 10,2 yes}
{0 6,1 21,2 yes}
{0 4,1 7,2 yes}
{0 9,1 27,2 yes}
{0 3,1 5,2 yes}
{0 4,1 7,2 yes}
{0 7,1 17,2 no}
{0 3,1 12,2 yes}
{0 4,1 8,2 no}
{0 4,1 3,2 no}
{0 35,1 81,2 yes}
{0 19,1 44,2 no}
{0 1,1 2,2 yes}
{0 5,1 17,2 yes}
{0 5,1 14,2 yes}
{0 1,1 1,2 yes}
{0 1,1 1,2 yes}
{0 19,1 51,2 yes}
{0 11,1 16,2 no}
{0 18,1 39,2 yes}
{0 30,1 55,2 yes}
{0 9,1 22,2 yes}
{1 1,2 yes}
{0 48,1 127,2 yes}
{0 12,1 33,2 yes}
{0 15,1 20,2 no}
{0 6,1 15,2 no}
{0 1,1 3,2 no}
{0 9,1 22,2 yes}
{1 1,2 yes}
{0 4,1 12,2 yes}
{0 5,1 9,2 no}
{0 16,1 27,2 no}
{0 28,1 59,2 no}
{0 23,1 52,2 yes}
{0 2,1 7,2 yes}
{0 5,1 9,2 no}
{0 13,1 24,2 no}
{0 1,1 1,2 yes}
{0 1,1 5,2 yes}
{0 10,1 19,2 yes}
{0 5,1 13,2 no}
{0 1,1 1,2 yes}
{0 7,1 13,2 yes}
{0 6,1 26,2 yes}
{0 6,1 22,2 yes}
{0 4,1 8,2 no}
{0 24,1 51,2 yes}
{0 14,1 25,2 yes}
{0 7,1 26,2 no}
{0 11,1 15,2 yes}
{0 61,1 106,2 yes}
{0 9,1 18,2 yes}
{0 36,1 66,2 yes}
{0 5,1 10,2 no}
{0 11,1 18,2 yes}
{0 4,1 7,2 yes}
{0 10,1 26,2 no}
{0 40,1 68,2 no}
{1 1,2 yes}
{0 25,1 53,2 yes}
{0 4,1 7,2 yes}
{0 1,1 2,2 yes}
{0 15,1 37,2 yes}
{0 2,1 8,2 yes}
{0 1,1 1,2 yes}
{0 16,1 40,2 yes}
{0 5,1 21,2 yes}
{0 22,1 48,2 yes}
{0 12,1 32,2 no}
{0 1,1 3,2 no}
{0 12,1 21,2 no}
{0 7,1 13,2 yes}
{0 5,1 19,2 yes}
{0 18,1 49,2 yes}
{0 3,1 13,2 yes}
{0 5,1 7,2 no}
{0 120,1 279,2 yes}
{0 25,1 37,2 yes}
{1 3,2 no}
{0 18,1 38,2 yes}
{0 8,1 23,2 no}
{0 2,1 4,2 no}
{0 15,1 43,2 yes}
{1 1,2 yes}
{0 6,1 14,2 yes}
{0 25,1 58,2 yes}
{0 1,1 3,2 yes}
{0 1,1 2,2 yes}
{0 14,1 29,2 yes}
{0 14,1 38,2 yes}
{0 27,1 51,2 no}
{0 2,1 4,2 yes}
{0 4,1 5,2 no}
{0 14,1 33,2 yes}
{0 24,1 54,2 yes}
{0 1,1 2,2 yes}
{0 11,1 24,2 yes}
{0 4,1 8,2 yes}
{0 19,1 36,2 no}
{0 5,1 30,2 no}
{0 8,1 14,2 no}
{0 13,1 20,2 yes}
{0 20,1 43,2 yes}
{0 4,1 9,2 yes}
{0 4,1 6,2 no}
{0 59,1 115,2 yes}
{0 6,1 14,2 yes}
{0 14,1 25,2 yes}
{0 3,1 7,2 yes}
{0 13,1 27,2 no}
{1 1,2 yes}
{0 3,1 6,2 yes}
{0 2,1 2,2 no}
{0 3,1 4,2 yes}
{0 7,1 18,2 yes}
{0 1,1 1,2 no}
{0 1,1 1,2 yes}
{0 8,1 18,2 yes}
{0 18,1 45,2 no}
{0 15,1 41,2 no}
{0 13,1 32,2 no}
{0 18,1 40,2 yes}
{0 35,1 72,2 no}
{0 22,1 34,2 yes}
{0 8,1 11,2 yes}
{0 14,1 35,2 no}
{0 6,1 13,2 yes}
{0 10,1 22,2 yes}
{0 7,1 21,2 yes}
{0 23,1 46,2 no}
{0 8,1 18,2 yes}
{0 5,1 12,2 yes}
{0 23,1 33,2 no}
{0 19,1 34,2 no}
{0 46,1 101,2 no}
{0 6,1 15,2 yes}
{0 4,1 16,2 no}
{0 3,1 4,2 yes}
{0 13,1 30,2 no}
{0 22,1 41,2 yes}
{0 1,1 2,2 no}
{0 12,1 28,2 no}
{0 12,1 18,2 yes}
{0 8,1 18,2 yes}
{0 12,1 25,2 yes}
{0 4,1 10,2 no}
{0 15,1 27,2 yes}
{0 11,1 20,2 yes}
{0 1,1 5,2 no}
{0 7,1 28,2 yes}
{0 3,1 7,2 yes}
{0 4,1 11,2 yes}
{1 1,2 no}
{0 1,1 2,2 yes}
{0 14,1 32,2 yes}
{0 7,1 15,2 yes}
{0 5,1 20,2 no}
{0 4,1 12,2 no}
{0 11,1 18,2 no}
{0 7,1 11,2 no}
{0 14,1 38,2 yes}
{0 7,1 21,2 yes}
{0 7,1 22,2 no}
{0 9,1 36,2 no}
{0 5,1 13,2 yes}
{0 4,1 7,2 yes}
{0 14,1 20,2 yes}
{0 5,1 8,2 yes}
{1 2,2 yes}
{0 7,1 23,2 yes}
{0 2,1 2,2 yes}
{0 5,1 22,2 yes}
{0 2,1 5,2 no}
{0 20,1 37,2 no}
{0 13,1 36,2 yes}
{0 7,1 13,2 yes}
{0 51,1 122,2 yes}
{0 2,1 5,2 yes}
{0 21,1 53,2 no}
{0 21,1 47,2 yes}
{0 12,1 35,2 yes}
{0 9,1 15,2 no}
{0 2,1 4,2 yes}
{0 6,1 17,2 no}
{0 1,1 2,2 yes}
{0 1,1 7,2 no}
{0 5,1 17,2 yes}
{0 25,1 61,2 yes}
{0 19,1 43,2 yes}
{0 1,1 2,2 no}
{0 4,1 6,2 yes}
{0 5,1 15,2 no}
{0 5,1 7,2 yes}
{0 7,1 18,2 yes}
{0 2,1 5,2 yes}
{0 11,1 22,2 yes}
{0 17,1 39,2 no}
{0 2,1 10,2 yes}
{0 3,1 9,2 yes}
{0 5,1 9,2 yes}
{0 5,1 13,2 no}
{0 14,1 30,2 yes}
{0 3,1 20,2 yes}
{0 7,1 15,2 yes}
{0 9,1 41,2 yes}
{0 1,1 3,2 yes}
{0 9,1 22,2 yes}
{0 16,1 28,2 yes}
{0 3,1 6,2 yes}
{0 2,1 3,2 yes}
{0 7,1 10,2 no}
{0 9,1 22,2 yes}
{0 28,1 61,2 yes}
{0 7,1 16,2 no}
{0 7,1 17,2 no}
{0 30,1 58,2 no}
{0 4,1 5,2 no}
{0 9,1 22,2 no}
{0 15,1 22,2 yes}
{0 15,1 42,2 yes}
{0 5,1 12,2 yes}
{0 11,1 29,2 no}
{0 22,1 48,2 yes}
{0 5,1 9,2 yes}
{1 1,2 yes}
{0 18,1 40,2 yes}
{0 9,1 22,2 no}
{0 4,1 10,2 no}
{0 16,1 26,2 no}
{0 8,1 18,2 no}
{0 14,1 33,2 yes}
{0 16,1 45,2 yes}
{0 11,1 30,2 yes}
{0 8,1 13,2 yes}
{0 4,1 14,2 yes}
{0 5,1 8,2 no}
{0 9,1 17,2 yes}
{0 37,1 111,2 yes}
{0 5,1 6,2 no}
{0 5,1 16,2 yes}
{0 1,1 3,2 yes}
{0 12,1 26,2 no}
{0 32,1 58,2 yes}
{0 2,1 4,2 yes}
{0 2,1 2,2 no}
{0 12,1 44,2 yes}
{0 8,1 19,2 yes}
{0 21,1 50,2 no}
{0 18,1 46,2 yes}
{0 9,1 29,2 no}
{0 9,1 27,2 no}
{0 10,1 23,2 no}
{0 3,1 5,2 yes}
{0 12,1 29,2 yes}
{0 6,1 14,2 yes}
{0 5,1 13,2 no}
{0 11,1 25,2 yes}
{0 12,1 31,2 no}
{0 19,1 39,2 yes}
{0 7,1 15,2 yes}
{0 12,1 27,2 yes}
{0 22,1 40,2 no}
{0 10,1 24,2 yes}
{0 13,1 20,2 yes}
{0 10,1 24,2 yes}
{0 43,1 89,2 yes}
{0 7,1 15,2 yes}
{0 30,1 59,2 no}
{0 1,1 3,2 yes}
{0 4,1 13,2 yes}
{0 16,1 32,2 yes}
{0 11,1 28,2 no}
{0 5,1 13,2 yes}
{1 1,2 yes}
{0 17,1 34,2 yes}
{0 4,1 10,2 no}
{0 19,1 36,2 no}
{0 29,1 69,2 no}
{0 1,1 2,2 yes}
{0 6,1 18,2 yes}
{0 12,1 29,2 yes}
{0 2,1 3,2 no}
{0 1,1 5,2 no}
{0 1,1 5,2 yes}
{0 6,1 14,2 no}
{0 19,1 37,2 no}
{1 1,2 yes}
{0 7,1 15,2 yes}
{0 14,1 20,2 yes}
{0 21,1 39,2 yes}
{0 6,1 8,2 yes}
{0 39,1 95,2 yes}
{0 35,1 72,2 yes}
{0 10,1 19,2 no}
{0 2,1 5,2 no}
{0 23,1 55,2 no}
{0 8,1 28,2 yes}
{0 13,1 31,2 yes}
{0 20,1 40,2 no}
{0 6,1 5,2 no}
{0 26,1 64,2 yes}
{0 4,1 7,2 no}
{0 33,1 67,2 yes}
{0 6,1 11,2 no}
{0 10,1 19,2 no}
{0 5,1 14,2 yes}
{0 27,1 65,2 no}
{0 12,1 28,2 yes}
{0 16,1 31,2 no}
{0 1,1 4,2 yes}
{0 15,1 30,2 yes}
{0 8,1 12,2 no}
{0 9,1 19,2 yes}
{0 6,1 17,2 yes}
{0 4,1 14,2 yes}
{0 5,1 10,2 yes}
{0 7,1 12,2 no}
{0 7,1 19,2 yes}
{0 5,1 14,2 yes}
{0 5,1 25,2 yes}
{0 20,1 56,2 no}
{0 20,1 43,2 yes}
{0 8,1 16,2 yes}
{0 5,1 6,2 yes}
{2 no}
{0 5,1 22,2 yes}
{0 8,1 26,2 no}
{0 10,1 39,2 no}
{0 14,1 27,2 yes}
{0 66,1 143,2 yes}
{0 16,1 29,2 yes}
{0 13,1 32,2 yes}
{0 8,1 18,2 yes}
{0 20,1 36,2 yes}
{0 5,1 13,2 yes}
{0 5,1 7,2 no}
{0 5,1 10,2 yes}
{0 9,1 25,2 no}
{0 14,1 30,2 no}
{0 7,1 21,2 yes}
{0 2,1 2,2 no}
{0 2,1 2,2 no}
{0 2,1 2,2 no}
{0 21,1 49,2 yes}
{0 3,1 10,2 yes}
{1 1,2 no}
{0 41,1 107,2 yes}
{0 12,1 22,2 yes}
{0 3,1 10,2 yes}
{0 26,1 44,2 no}
{0 4,1 10,2 yes}
{0 12,1 21,2 no}
{0 22,1 46,2 yes}
{0 1,1 4,2 yes}
{0 23,1 42,2 no}
{0 5,1 9,2 no}
{0 6,1 16,2 yes}
{0 1,1 5,2 no}
{0 40,1 83,2 no}
{0 20,1 14,2 no}
{0 6,1 17,2 yes}
{0 21,1 50,2 yes}
{0 3,1 4,2 yes}
{0 35,1 72,2 no}
{0 4,1 19,2 yes}
{0 10,1 24,2 yes}
{0 49,1 103,2 yes}
{0 1,1 3,2 yes}
{0 16,1 26,2 no}
{0 1,1 2,2 no}
{0 1,1 1,2 no}
{0 2,2 no}
{0 5,1 5,2 no}
{0 9,1 24,2 yes}
{0 1,1 5,2 no}
{0 30,1 65,2 yes}
{0 6,1 19,2 yes}
{0 9,1 18,2 no}
{0 3,1 8,2 yes}
{0 6,1 15,2 yes}
{0 15,1 30,2 yes}
{0 17,1 58,2 yes}
{0 6,1 6,2 no}
{0 6,1 15,2 yes}
{0 4,1 11,2 yes}
{0 6,1 20,2 yes}
{0 8,1 25,2 yes}
{0 19,1 34,2 yes}
{0 5,1 14,2 no}
{0 15,1 35,2 yes}
{0 5,1 12,2 no}
{0 29,1 85,2 no}
{0 4,1 12,2 no}
{0 1,1 2,2 no}
{0 1,1 3,2 yes}
{0 2,1 7,2 yes}
{0 21,1 38,2 yes}
{0 17,1 27,2 yes}
{0 1,1 3,2 yes}
{0 4,1 13,2 yes}
{0 5,1 14,2 yes}
{0 16,1 27,2 no}
{0 13,1 22,2 yes}
{0 9,1 12,2 yes}
{0 6,1 13,2 yes}
